Funding Org:Name,Grant Programme:Code,Grant Programme:Title,Aims and objectives,Value per year,Start Date,End Date,Duration Numeric,Allocation Method,Recipient Sector,COFOG L0 Long Name
Department for International Development,SCH-000002567,Skills Development Programme,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"7,239,083",01/02/14,31/01/21,7,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002568,Skills for Employment Programme,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"7,375,000",01/08/15,31/07/19,4,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002569,"Small Medium Enterprise (SME) Initiative: Support through the International Finance Corporation scaling up of commercial banks' lending to Small and Medium Enterprises in DFID targeted developing countries in Africa and Asia, with a focus on FCAS.",To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"7,500,000",01/01/11,31/12/20,10,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002571,Social Enterprises For Economic Development.,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"1,750,000",30/07/14,29/07/20,6,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002535,Roads in the East in the Democratic Republic of Congo Phase II,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"2,029,591",27/01/12,26/01/22,10,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002576,Somali Health and Nutrition Programme (SHINE) 2016-2021,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"22,250,000",01/04/16,31/03/20,4,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002578,Somaliland Development Fund aligned to the priorities of National Development Plan,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"7,645,104",12/08/13,11/08/17,4,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002579,South Asia Country Research Fund,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"15,232",12/06/15,11/06/20,5,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002580,South Asia Regional Food & Nutrition Security MDTF,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"1,577,222",07/09/09,06/09/18,9,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002582,South Asia Water Governance Programme (SAWGP),To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"3,217,500",01/07/11,30/06/17,6,General Grants - Un-competed,International,1. General public services
