Funding Org:Name,Grant Programme:Code,Grant Programme:Title,Aims and objectives,Value per year,Start Date,End Date,Duration Numeric,Allocation Method,Recipient Sector,COFOG L0 Long Name
Department for International Development,SCH-000002191,Civil Society Strengthening Programme,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"603,000",01/07/11,30/06/16,5,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002192,Climate Action for Middle East and North Africa (CAMENA),To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"3,750,000",10/12/14,09/12/18,4,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002193,Climate Change Programme - Jolobayoo-O-Jibon,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"9,011,538",02/09/08,01/09/17,9,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002194,Climate Proofing Growth and Development in South Asia,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"20,000",02/02/12,01/02/17,5,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002195,Climate Resilient Agriculture in Africa,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"1,505,463",01/01/12,31/12/17,6,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002196,Clinton Health Access Initiative Expansion of Demand-Driven Evaluations for Decisions,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"1,564,800",01/09/15,31/08/17,2,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002201,Community Security and Justice - Part-Suspended,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"128,099",09/06/11,08/06/17,6,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002202,Community Security and Small Arms Control (CSAC) Extension,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"2,410,000",16/08/11,15/08/16,5,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002203,Complementary food production (CHAI),To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"2,676,010",29/01/14,28/01/19,5,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002204,Conciliation Resources Programme Partnership Arrangement,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"1,152,966",01/04/11,31/03/16,5,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002205,CONGO - Improving Livelihoods and Land Use in Congo Basin Forests,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"2,278,859",01/07/15,30/06/20,5,General Grants - Un-competed,International,1. General public services
